By downloading this data it is implied that you have read and agreed to the Disclaimer Document
and will abide by its terms and conditions.

This report was generated at 06:07:25 on 19 June 2017.

WELL HEADER DATA
ORDERED BY WELL NAME
WELL NAME,WELL ALIAS,ENO,UNO,STATE,LATITUDE(Dec Deg;GDA94),LONGITUDE(Dec Deg;GDA94),UTM ZONE,EASTING,NORTHING,ORIGINAL GEOGRAPHIC DATUM,BASIN/SUB-BASIN (WCR),BASIN/SUB-BASIN (GA),WELL STATUS,TOTAL DEPTH DATE,TOTAL DEPTH(mKB),WELL TYPE,PLATFORM,FIELD,LOCATION,ELEVATION/WATER DEPTH(m),TITLE,LAW,OPERATOR,CONTRACTOR,RIGMAKE/RIGMODEL,SPUD DATE,RIG RELEASE DATE,KELLY BUSHING/ROTARY TABLE,KB/RT HEIGHT(m),REMARK,OBJECTIVE (WCR),SUMMARY (WCR),RESFACS_SAMPLES,ORGCHEM_SAMPLES,STRATDAT_SAMPLES,CUTTINGS,CONVENTIONAL_CORES,UNSPECIFIED_CORES,SIDEWALL_BULLET_CORES,SIDEWALL_MECHANICAL_CORES
"Challis 1","",9750,1303244,1,"43568",1456.7,1456.73,231.4,231.4,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 84/658 ","Unreported Analyst",,,,.15,,,,,"",,,,,,,,,
"Challis 1","",9750,1303246,1,"43569",1533.8,1533.83,232.33,232.33,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 84/658 ","Unreported Analyst",.1,.38,.17,.36,430,0.21,105.56,47.22,"",,,,,,,,,
"Challis 1","",9750,1365895,1,"89523",1533.8,,232.33,,"CORE UNSPECIFIED","whole rock","BHP Petroleum","","",,,,,,,,,"Keiraville Konsultants",.53,.39,.84,18,0,18,79,5,
"Challis 1","",9750,1365903,1,"89532",1533.8,,232.33,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = #577; From Geotrack Report no. 577, Thermal History Reconstruction using Apatite Fission Track analysis and Vitrinite Reflectance, August 1997.","",,,,,,,,,"Keiraville Konsultants",.53,,,,,,,,
"Challis 1","",9750,1365904,1,"89533",1615,,233.32,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = #577; From Geotrack Report no. 577, Thermal History Reconstruction using Apatite Fission Track analysis and Vitrinite Reflectance, August 1997.","",,,,,,,,,"Keiraville Konsultants",.49,,,,,,,,
"Challis 1","",9750,1365905,1,"89534",1680,,234.3,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = #577; From Geotrack Report no. 577, Thermal History Reconstruction using Apatite Fission Track analysis and Vitrinite Reflectance, August 1997.","",,,,,,,,,"Keiraville Konsultants",.51,,,,,,,,
"Challis 1","",9750,1303245,1,"43570",1682.7,1682.73,234.36,234.36,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 84/658 ","Unreported Analyst",,,,.09,,,,,"",,,,,,,,,
"Challis 1","",9750,1303242,1,"43571",1800.4,1800.4,236.84,236.84,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 84/658 ","Unreported Analyst",,,,.31,,,,,"",,,,,,,,,
"Challis 1","",9750,1365906,1,"89535",1870,,238.3,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = #577; From Geotrack Report no. 577, Thermal History Reconstruction using Apatite Fission Track analysis and Vitrinite Reflectance, August 1997.","",,,,,,,,,"Keiraville Konsultants",.55,,,,,,,,
"Challis 1","",9750,1303241,1,"43572",1916.2,1916.2,238.45,238.45,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 84/658 ","Unreported Analyst",.04,.29,.14,.4,427,0.12,72.50,35.00,"",,,,,,,,,
"Challis 1","",9750,1365907,1,"89536",1927.9,,238.45,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = #577; From Geotrack Report no. 577, Thermal History Reconstruction using Apatite Fission Track analysis and Vitrinite Reflectance, August 1997.","",,,,,,,,,"Keiraville Konsultants",.56,,,,,,,,
"Challis 1","",9750,1303247,1,"43573",1945,1948,,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 84/658 ","Unreported Analyst",.16,.22,2.1,.39,395,0.42,56.41,538.46,"",,,,,,,,,
"Challis 2A","",9752,1304390,1,"48629",1427,1427,227.63,227.63,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 85/1060 ","Unreported Analyst",.6,1.48,1.2,.8,420,0.29,185.00,150.00,"Unreported Analyst",.49,.39,.81,32,,12,25,63,
"Challis 2A","",9752,1304389,1,"48630",1443,1443,227.63,227.63,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 85/1060 ","Unreported Analyst",,,,.09,,,,,"",,,,,,,,,
"Challis 2A","",9752,1304388,1,"48631",1456.5,1456.5,227.63,227.63,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 85/1060 ","Unreported Analyst",,,,.04,,,,,"",,,,,,,,,
"Challis 4","",9754,1316852,1,"67704",1393.4,1393.4,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.12,,,,,"",,,,,,,,,
"Challis 4","",9754,1316851,1,"67705",1397.1,1397.1,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.56,,,,,"",,,,,,,,,
"Challis 4","",9754,1316850,1,"67706",1398.8,1398.8,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.18,,,,,"",,,,,,,,,
"Challis 4","",9754,1316849,1,"67707",1401.8,1401.8,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.54,,,,,"",,,,,,,,,
"Challis 4","",9754,1316848,1,"67708",1403.5,1403.5,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.33,,,,,"",,,,,,,,,
"Challis 4","",9754,1316847,1,"67709",1406.3,1406.3,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.11,,,,,"",,,,,,,,,
"Challis 4","",9754,1316846,1,"67710",1407.2,1407.2,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.56,,,,,"",,,,,,,,,
"Challis 4","",9754,1316845,1,"67711",1411.1,1411.1,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.11,,,,,"",,,,,,,,,
"Challis 4","",9754,1316844,1,"67712",1412.3,1412.3,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.66,,,,,"",,,,,,,,,
"Challis 4","",9754,1316843,1,"67713",1415.6,1415.6,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.37,,,,,"",,,,,,,,,
"Challis 4","",9754,1316842,1,"67714",1419.8,1419.8,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.08,,,,,"",,,,,,,,,
"Challis 4","",9754,1316841,1,"67715",1426.3,1426.3,227.63,227.63,"CORE UNSPECIFIED","whole rock","BHP Petroleum","File# = 86/889 ","Unreported Analyst",,,,.28,,,,,"",,,,,,,,,
"Challis 5","",9755,1365883,1,"89544",600,,34.89,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = #577; From Geotrack Report no. 577, Thermal History Reconstruction using Apatite Fission Track analysis and Vitrinite Reflectance, August 1997.","",,,,,,,,,"Keiraville Konsultants",.2,.17,.22,2,,,,,
"Challis 5","",9755,1365885,1,"93938",750,,45.9,,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = #577; From Geotrack Report no. 577, Thermal History Reconstruction using Apatite Fission Track analysis and Vitrinite Reflectance, August 1997.","",,,,,,,,,"Keiraville Konsultants",.21,.17,.24,2,,,,,
"Challis 9","",9759,1304039,1,"71004",1646.5,1646.5,,,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/330 ","Analabs",,,,.14,,,,,"",,,,,,,,,
"Challis 9","",9759,1303998,1,"71005",1673,1673,,,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/330 ","Analabs",,,,.11,,,,,"",,,,,,,,,
"Challis 9","",9759,1304038,1,"71006",1674.5,1674.5,,,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/330 ","Analabs",,,,.09,,,,,"",,,,,,,,,
"Challis 9","",9759,1304053,1,"71007",1677,1677,,,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 89/330 ","Analabs",,,,.08,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342347,1,"86659",410,420,2.58,2.67,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.18,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342348,1,"86660",440,450,2.83,2.92,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.18,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342349,1,"86661",470,480,3.08,3.17,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.06,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342350,1,"86662",500,510,4.25,5.24,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342351,1,"86663",530,540,7.23,8.23,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.14,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342352,1,"86664",560,570,10.22,11.21,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.04,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342353,1,"86665",590,600,12.24,12.26,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.09,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342354,1,"86666",620,630,12.32,12.34,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.07,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342354,1,"86666",620,630,12.32,12.34,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.45,,,1,,,,,
"Champagny 1","",9806,1342355,1,"86667",650,660,12.4,12.42,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.06,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342356,1,"86668",680,690,12.48,12.5,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.04,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342357,1,"86669",710,720,12.56,12.58,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.06,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342358,1,"86670",740,750,12.64,12.66,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.05,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342359,1,"86671",770,780,12.83,12.97,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342360,1,"86672",800,810,13.48,13.85,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.06,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342360,1,"86672",800,810,13.48,13.85,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.59,,,1,,,,,
"Champagny 1","",9806,1359682,1,"86673",830,840,14.47,14.71,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342361,1,"86674",860,870,15.2,15.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.11,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356681,1,"86675",890,900,15.94,16.18,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356682,1,"86676",920,930,16.9,17.38,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.08,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356683,1,"86677",950,960,18.32,18.8,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.04,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356685,1,"86678",980,990,23.85,28.42,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.07,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356686,1,"86679",1010,1020,33.65,34.31,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.16,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356689,1,"86680",1040,1050,35.61,36.27,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356690,1,"86681",1070,1080,37.57,38.23,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.07,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356695,1,"86682",1110,1120,40.19,40.84,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.08,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356696,1,"86683",1140,1150,42.15,42.8,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.56,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356697,1,"86684",1170,1180,43.13,43.3,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.52,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356699,1,"86685",1200,1210,43.63,43.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.1,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356700,1,"86686",1230,1240,44.12,44.29,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.08,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356701,1,"86687",1260,1270,44.62,44.78,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.06,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356703,1,"86688",1290,1300,45.11,45.28,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,1.5,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356704,1,"86689",1320,1330,45.61,45.77,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.13,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356705,1,"86690",1350,1360,46.1,46.27,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.79,,,,,"",,,,,,,,,
"Champagny 1","",9806,1359715,1,"86691",1380,1390,46.74,47.06,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.11,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356707,1,"86692",1410,1420,47.68,47.99,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.09,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356655,1,"86693",1440,1450,48.62,48.93,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.07,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356656,1,"86694",1470,1480,49.56,49.87,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.06,,,,,"",,,,,,,,,
"Champagny 1","",9806,1356657,1,"86695",1500,1510,50.49,50.81,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.28,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342362,1,"86696",1530,1540,51.43,51.75,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,3,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342363,1,"86697",1560,1570,52.37,52.68,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,2.28,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342364,1,"86698",1590,1600,53.31,53.62,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.51,.52,1.28,.35,323,0.50,148.57,365.71,"",,,,,,,,,
"Champagny 1","",9806,1342365,1,"86699",1680,1690,56.24,56.67,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.18,.69,2.41,.54,335,0.21,127.78,446.30,"",,,,,,,,,
"Champagny 1","",9806,1342366,1,"86700",1710,1720,57.11,57.11,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,1.08,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342367,1,"86701",1740,1750,57.12,57.13,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.29,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342368,1,"86702",1770,1780,57.14,57.14,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.03,.17,2.62,.31,394,0.15,54.84,845.16,"",,,,,,,,,
"Champagny 1","",9806,1342369,1,"86703",1800,1810,57.16,57.16,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.24,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342369,1,"86703",1800,1810,57.16,57.16,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.53,.39,.65,4,,,,,
"Champagny 1","",9806,1342370,1,"86704",1830,1840,57.17,57.18,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.2,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342371,1,"86705",1860,1870,57.19,57.19,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.2,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342372,1,"86706",1890,1900,57.2,57.21,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.05,.27,1.65,.34,420,0.16,79.41,485.29,"",,,,,,,,,
"Champagny 1","",9806,1342373,1,"86707",1920,1930,57.89,58.24,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.19,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342374,1,"86708",1980,1990,59.64,59.82,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.2,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342375,1,"86709",2010,2020,60.2,60.39,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.09,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342376,1,"86710",2040,2050,60.76,60.95,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.14,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342377,1,"86711",2070,2080,61.32,61.51,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.14,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342311,1,"86712",2130,2140,66.06,67.2,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.16,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342312,1,"86713",2175,2180,66.87,66.82,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.03,.23,4.07,.43,416,0.12,53.49,946.51,"",,,,,,,,,
"Champagny 1","",9806,1342313,1,"86714",2200,2205,66.62,66.58,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.29,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342313,1,"86714",2200,2205,66.62,66.58,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.59,.54,.66,4,,,,,
"Champagny 1","",9806,1342292,1,"86755",2225,2230,66.45,66.47,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.5,,,,,,,,
"Champagny 1","",9806,1342314,1,"86715",2230,2235,66.47,66.49,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.37,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342315,1,"86716",2255,2260,66.56,66.58,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.14,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342316,1,"86717",2285,2290,66.67,66.69,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.32,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342293,1,"86756",2295,2300,66.71,66.73,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.5,,,,,,,,
"Champagny 1","",9806,1342317,1,"86718",2305,2310,66.74,66.76,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.34,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342294,1,"86757",2315,2320,66.78,66.8,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.5,,,,,,,,
"Champagny 1","",9806,1342295,1,"86758",2350,2355,66.91,66.93,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.5,,,,,,,,
"Champagny 1","",9806,1342318,1,"86719",2350,2355,66.91,66.93,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.27,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342319,1,"86720",2380,2385,67.02,67.06,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.06,.41,4.12,.42,424,0.13,97.62,980.95,"",,,,,,,,,
"Champagny 1","",9806,1342296,1,"86759",2385,2390,67.06,67.1,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.55,,,,,,,,
"Champagny 1","",9806,1342297,1,"86760",2400,2405,67.19,67.23,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.55,,,,,,,,
"Champagny 1","",9806,1342320,1,"86721",2410,2415,67.27,67.31,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.37,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342320,1,"86721",2410,2415,67.27,67.31,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"Keiraville Konsultants",.66,.54,.73,5,,,,,
"Champagny 1","",9806,1342321,1,"86722",2440,2445,67.53,67.57,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.38,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342322,1,"86723",2470,2475,67.78,67.82,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.07,.34,6.04,.42,421,0.17,80.95,1438.10,"",,,,,,,,,
"Champagny 1","",9806,1342323,1,"86724",2500,2505,68.03,68.24,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.06,.35,5.15,.51,419,0.15,68.63,1009.80,"",,,,,,,,,
"Champagny 1","",9806,1342298,1,"86761",2505,2510,68.24,68.46,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.55,,,,,,,,
"Champagny 1","",9806,1364697,1,"86725",2525,2530,69.1,69.31,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.35,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342324,1,"86726",2555,2560,70.39,70.6,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.36,,,,,"",,,,,,,,,
"Champagny 1","",9806,1342325,1,"86727",2585,2590,71.67,71.88,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",.04,.33,3.99,.4,422,0.11,82.50,997.50,"",,,,,,,,,
"Champagny 1","",9806,1342299,1,"86762",2590,2595,71.88,72.1,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","",,,,,,,,,"APG Consultants",.55,,,,,,,,
"Champagny 1","",9806,1342326,1,"86728",2615,2620,73.1,73.45,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 90/600 ","Geotechnical Services",,,,.32,,,,,"",,,,,,,,,
